movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,comb,id
the outcasts,PeterHutchings,VictoriaJustice,EdenSher,AshleyRickards,Comedy,VictoriaJustice EdenSher AshleyRickards PeterHutchings Comedy,306943.0
wonder woman,PattyJenkins,GalGadot,ChrisPine,RobinWright,Action Adventure Fantasy,GalGadot ChrisPine RobinWright PattyJenkins Action Adventure Fantasy,297762.0
sly cooper,KevinMunroe,ChrisMurphy,IanJamesCorlett,MattOlsen,Animation Adventure Comedy Action Family,ChrisMurphy IanJamesCorlett MattOlsen KevinMunroe Animation Adventure Comedy Action Family,252983.0
the circle,JamesPonsoldt,EmmaWatson,TomHanks,JohnBoyega,Drama Thriller Sci-Fi,EmmaWatson TomHanks JohnBoyega JamesPonsoldt Drama Thriller Sci-Fi,339988.0
pitch perfect 3,TrishSie,AnnaKendrick,RebelWilson,BrittanySnow,Comedy,AnnaKendrick RebelWilson BrittanySnow TrishSie Comedy,353616.0
the devil's candy,SeanByrne,EthanEmbry,ShiriAppleby,KiaraGlasco,Horror,EthanEmbry ShiriAppleby KiaraGlasco SeanByrne Horror,354216.0
las plantas,RobertoDoveris,VioletaCastillo,IngridIsensee,MauricioVaca,Drama,VioletaCastillo IngridIsensee MauricioVaca RobertoDoveris Drama,379388.0
"return to return to nuke 'em high, aka volume 2",LloydKaufman,AstaParedes,CatherineCorcoran,ZacAmino,Comedy Horror,AstaParedes CatherineCorcoran ZacAmino LloydKaufman Comedy Horror,207680.0
the cheerleader murders,DavidJackson,AmandaLeighton,SamanthaBoscarino,HannahKasulka,TV Movie Thriller,AmandaLeighton SamanthaBoscarino HannahKasulka DavidJackson TV Movie Thriller,392418.0
dean,DemetriMartin,DemetriMartin,GillianJacobs,ChristineWoods,Comedy,DemetriMartin GillianJacobs ChristineWoods DemetriMartin Comedy,305342.0
leatherface,AlexandreBustilloJulienMaury,StephenDorff,LiliTaylor,SamStrike,Horror,StephenDorff LiliTaylor SamStrike AlexandreBustilloJulienMaury Horror,300665.0
47 meters down,JohannesRoberts,ClaireHolt,MandyMoore,ChrisJohnson,Drama Thriller Horror Adventure,ClaireHolt MandyMoore ChrisJohnson JohannesRoberts Drama Thriller Horror Adventure,403119.0
porto,GabeKlinger,LucieLucas,AntonYelchin,PauloCalatré,Romance Drama,LucieLucas AntonYelchin PauloCalatré GabeKlinger Romance Drama,374471.0
mamaboy,AaronLeong,SeanO'Donnell,AlexandriaDeBerry,GaryBusey,Comedy Drama Family Fantasy Romance Sci-Fi,SeanO'Donnell AlexandriaDeBerry GaryBusey AaronLeong Comedy Drama Family Fantasy Romance Sci-Fi,388256.0
the promise,TerryGeorge,OscarIsaac,CharlotteLeBon,ChristianBale,History Romance Drama,OscarIsaac CharlotteLeBon ChristianBale TerryGeorge History Romance Drama,354859.0
all eyez on me,BennyBoom,DemetriusShippJr.,DanaiGurira,KatGraham,Drama Music,DemetriusShippJr. DanaiGurira KatGraham BennyBoom Drama Music,402529.0
colossal,NachoVigalondo,AnneHathaway,JasonSudeikis,TimBlakeNelson,Action Comedy Drama Fantasy Sci-Fi,AnneHathaway JasonSudeikis TimBlakeNelson NachoVigalondo Action Comedy Drama Fantasy Sci-Fi,339967.0
london town,DerrickBorte,JonathanRhysMeyers,DanielHuttlestone,DougrayScott,Drama Music,JonathanRhysMeyers DanielHuttlestone DougrayScott DerrickBorte Drama Music,394822.0
brimstone,MartinKoolhoven,GuyPearce,DakotaFanning,CaricevanHouten,Mystery Thriller Western,GuyPearce DakotaFanning CaricevanHouten MartinKoolhoven Mystery Thriller Western,324560.0
the white king,AlexHelfrechtJörgTittel,AgynessDeyn,JonathanPryce,FionaShaw,Drama Sci-Fi,AgynessDeyn JonathanPryce FionaShaw AlexHelfrechtJörgTittel Drama Sci-Fi,364410.0
risk,LauraPoitras,JulianAssange,SarahHarrison,JacobAppelbaum,Documentary,JulianAssange SarahHarrison JacobAppelbaum LauraPoitras Documentary,393561.0
shangri-la suite,EddieO'Keefe,EmilyBrowning,LukeGrimes,RonLivingston,Romance Drama Crime,EmilyBrowning LukeGrimes RonLivingston EddieO'Keefe Romance Drama Crime,322548.0
godless,RalitzaPetrova,IrenaIvanova,IvanNalbantov,VentzislavKonstantinov,Drama,IrenaIvanova IvanNalbantov VentzislavKonstantinov RalitzaPetrova Drama,408267.0
the space between us,PeterChelsom,AsaButterfield,BrittRobertson,CarlaGugino,Romance Adventure Sci-Fi Drama,AsaButterfield BrittRobertson CarlaGugino PeterChelsom Romance Adventure Sci-Fi Drama,365942.0
i am not your negro,RaoulPeck,SamuelL.Jackson,JamesBaldwin,MalcolmX,Documentary,SamuelL.Jackson JamesBaldwin MalcolmX RaoulPeck Documentary,411019.0
a dog's purpose,LasseHallström,DennisQuaid,BrittRobertson,JoshGad,Comedy Drama Family Fantasy,DennisQuaid BrittRobertson JoshGad LasseHallström Comedy Drama Family Fantasy,381289.0
manifesto,JulianRosefeldt,CateBlanchett,ErikaBauer,RubyBustamante,Drama,CateBlanchett ErikaBauer RubyBustamante JulianRosefeldt Drama,382127.0
the little hours,JeffBaena,AlisonBrie,DaveFranco,AubreyPlaza,Comedy,AlisonBrie DaveFranco AubreyPlaza JeffBaena Comedy,411873.0
fist fight,RichieKeen,CharlieDay,IceCube,TracyMorgan,Comedy,CharlieDay IceCube TracyMorgan RichieKeen Comedy,345922.0
sleepless,BaranboOdar,JamieFoxx,MichelleMonaghan,DermotMulroney,Action Crime Thriller,JamieFoxx MichelleMonaghan DermotMulroney BaranboOdar Action Crime Thriller,324542.0
a cure for wellness,GoreVerbinski,DaneDeHaan,JasonIsaacs,MiaGoth,Mystery Thriller Horror Sci-Fi,DaneDeHaan JasonIsaacs MiaGoth GoreVerbinski Mystery Thriller Horror Sci-Fi,340837.0
the man,CharlotteSieling,JakobOftebro,AneDahlTorp,SørenMalling,Drama Comedy,JakobOftebro AneDahlTorp SørenMalling CharlotteSieling Drama Comedy,377691.0
xxx: return of xander cage,D.J.Caruso,VinDiesel,IceCube,SamuelL.Jackson,Action Adventure Crime,VinDiesel IceCube SamuelL.Jackson D.J.Caruso Action Adventure Crime,47971.0
the bye bye man,StacyTitle,DouglasSmith,LucienLaviscount,CressidaBonas,Horror Thriller,DouglasSmith LucienLaviscount CressidaBonas StacyTitle Horror Thriller,292280.0
prevenge,AliceLowe,AliceLowe,JoHartley,KateDickie,Horror Comedy Drama Thriller Fantasy,AliceLowe JoHartley KateDickie AliceLowe Horror Comedy Drama Thriller Fantasy,395982.0
the lego batman movie,ChrisMcKay,WillArnett,ZachGalifianakis,MichaelCera,Action Animation Comedy Family Fantasy,WillArnett ZachGalifianakis MichaelCera ChrisMcKay Action Animation Comedy Family Fantasy,324849.0
a wedding,StephanStreker,LinaElArabi,SébastienHoubani,BabakKarimi,Drama,LinaElArabi SébastienHoubani BabakKarimi StephanStreker Drama,413837.0
kung fu yoga,StanleyTong,JackieChan,DishaPatani,SonuSood,Mystery Action Adventure Comedy,JackieChan DishaPatani SonuSood StanleyTong Mystery Action Adventure Comedy,383785.0
rangoon,VishalBhardwaj,SaifAliKhan,ShahidKapoor,KanganaRanaut,War History Drama Romance,SaifAliKhan ShahidKapoor KanganaRanaut VishalBhardwaj War History Drama Romance,392271.0
death race 2050,G.J.Echternkamp,ManuBennett,MalcolmMcDowell,MarciMiller,Action Comedy Sci-Fi,ManuBennett MalcolmMcDowell MarciMiller G.J.Echternkamp Action Comedy Sci-Fi,401544.0
trespass against us,AdamSmith,MichaelFassbender,BrendanGleeson,LyndseyMarshal,Action Drama Crime Thriller,MichaelFassbender BrendanGleeson LyndseyMarshal AdamSmith Action Drama Crime Thriller,256569.0
claire in motion,LisaRobinsonAnnieJ.Howell,BetsyBrandt,ChrisBeetem,ZevHaworth,Drama,BetsyBrandt ChrisBeetem ZevHaworth LisaRobinsonAnnieJ.Howell Drama,381008.0
coin heist,EmilyHagins,AlexSaxon,AlexisG.Zall,SashaPieterse,Family Crime,AlexSaxon AlexisG.Zall SashaPieterse EmilyHagins Family Crime,429238.0
rings,F.JavierGutiérrez,MatildaAnnaIngridLutz,AlexRoe,JohnnyGalecki,Horror,MatildaAnnaIngridLutz AlexRoe JohnnyGalecki F.JavierGutiérrez Horror,14564.0
clinical,AlistairLegrand,VinessaShaw,KevinRahm,AaronStanford,Thriller,VinessaShaw KevinRahm AaronStanford AlistairLegrand Thriller,433244.0
eu fico loko,BrunoGarotti,MichelJoelsas,AlessandraNegrini,MarcelloAiroldi,Comedy,MichelJoelsas AlessandraNegrini MarcelloAiroldi BrunoGarotti Comedy,428645.0
the crash,AramRappaport,FrankGrillo,MinnieDriver,AnnaSophiaRobb,Crime Thriller,FrankGrillo MinnieDriver AnnaSophiaRobb AramRappaport Crime Thriller,362202.0
kizumonogatari part 3: reiketsu,TatsuyaOishiAkiyukiShinbo,HiroshiKamiya,YuiHorie,MaayaSakamoto,Animation Fantasy Mystery,HiroshiKamiya YuiHorie MaayaSakamoto TatsuyaOishiAkiyukiShinbo Animation Fantasy Mystery,362585.0
john wick: chapter 2,ChadStahelski,KeanuReeves,Common,LaurenceFishburne,Thriller Action Crime,KeanuReeves Common LaurenceFishburne ChadStahelski Thriller Action Crime,324552.0
get out,JordanPeele,DanielKaluuya,AllisonWilliams,BradleyWhitford,Mystery Thriller Horror,DanielKaluuya AllisonWilliams BradleyWhitford JordanPeele Mystery Thriller Horror,419430.0
logan,JamesMangold,HughJackman,PatrickStewart,DafneKeen,Action Drama Sci-Fi,HughJackman PatrickStewart DafneKeen JamesMangold Action Drama Sci-Fi,263115.0
kong: skull island,JordanVogt-Roberts,TomHiddleston,SamuelL.Jackson,BrieLarson,Action Adventure Fantasy,TomHiddleston SamuelL.Jackson BrieLarson JordanVogt-Roberts Action Adventure Fantasy,293167.0
city of tiny lights,PeteTravis,RizAhmed,BilliePiper,JamesFloyd,Crime Drama Thriller,RizAhmed BilliePiper JamesFloyd PeteTravis Crime Drama Thriller,408626.0
t2 trainspotting,DannyBoyle,EwanMcGregor,JonnyLeeMiller,EwenBremner,Crime Drama,EwanMcGregor JonnyLeeMiller EwenBremner DannyBoyle Crime Drama,180863.0
science fiction volume one: the osiris child,ShaneAbbess,KellanLutz,DanielMacPherson,IsabelLucas,Sci-Fi,KellanLutz DanielMacPherson IsabelLucas ShaneAbbess Sci-Fi,354282.0
before i fall,RyRusso-Young,ZoeyDeutch,HalstonSage,LoganMiller,Mystery Drama Thriller,ZoeyDeutch HalstonSage LoganMiller RyRusso-Young Mystery Drama Thriller,397837.0
the big sick,MichaelShowalter,KumailNanjiani,ZoeKazan,HollyHunter,Comedy Drama Romance,KumailNanjiani ZoeKazan HollyHunter MichaelShowalter Comedy Drama Romance,416477.0
ingrid goes west,MattSpicer,AubreyPlaza,ElizabethOlsen,O'SheaJacksonJr.,Drama Comedy,AubreyPlaza ElizabethOlsen O'SheaJacksonJr. MattSpicer Drama Comedy,411741.0
i don't feel at home in this world anymore,MaconBlair,MelanieLynskey,ElijahWood,DavidYow,Comedy Crime Drama Thriller,MelanieLynskey ElijahWood DavidYow MaconBlair Comedy Crime Drama Thriller,425591.0
king arthur: legend of the sword,GuyRitchie,CharlieHunnam,AstridBergès-Frisbey,JudeLaw,Action Drama Fantasy,CharlieHunnam AstridBergès-Frisbey JudeLaw GuyRitchie Action Drama Fantasy,274857.0
beauty and the beast,BillCondon,EmmaWatson,DanStevens,LukeEvans,Family Fantasy Romance,EmmaWatson DanStevens LukeEvans BillCondon Family Fantasy Romance,321612.0
take the 10,ChesterTam,StellaMaeve,AndySamberg,JoshPeck,Comedy,StellaMaeve AndySamberg JoshPeck ChesterTam Comedy,433245.0
the boss baby,TomMcGrath,AlecBaldwin,MilesBakshi,JimmyKimmel,Animation Comedy Family,AlecBaldwin MilesBakshi JimmyKimmel TomMcGrath Animation Comedy Family,295693.0
justice league dark,JayOliva,MattRyan,JasonO'Mara,CamillaLuddington,Action Animation Fantasy Sci-Fi Thriller,MattRyan JasonO'Mara CamillaLuddington JayOliva Action Animation Fantasy Sci-Fi Thriller,408220.0
the other me,SotirisTsafoulias,PigmalionDadakaridis,DimitrisKatalifos,ManosVakousis,Thriller Mystery,PigmalionDadakaridis DimitrisKatalifos ManosVakousis SotirisTsafoulias Thriller Mystery,421365.0
call me by your name,LucaGuadagnino,TimothéeChalamet,ArmieHammer,MichaelStuhlbarg,Romance Drama,TimothéeChalamet ArmieHammer MichaelStuhlbarg LucaGuadagnino Romance Drama,398818.0
iboy,AdamRandall,BillMilner,MaisieWilliams,RoryKinnear,Action Crime Sci-Fi Thriller,BillMilner MaisieWilliams RoryKinnear AdamRandall Action Crime Sci-Fi Thriller,414190.0
l'ora legale,SalvatoreFicarraValentinoPicone,SalvatoreFicarra,ValentinoPicone,VincenzoAmato,Comedy,SalvatoreFicarra ValentinoPicone VincenzoAmato SalvatoreFicarraValentinoPicone Comedy,435921.0
catfight,OnurTukel,SandraOh,AnneHeche,AliciaSilverstone,Comedy Drama,SandraOh AnneHeche AliciaSilverstone OnurTukel Comedy Drama,408272.0
a ghost story,DavidLowery,CaseyAffleck,RooneyMara,WillOldham,Drama Fantasy Romance,CaseyAffleck RooneyMara WillOldham DavidLowery Drama Fantasy Romance,428449.0
ghost in the shell,RupertSanders,ScarlettJohansson,MichaelPitt,PilouAsbæk,Action Sci-Fi Thriller,ScarlettJohansson MichaelPitt PilouAsbæk RupertSanders Action Sci-Fi Thriller,315837.0
pork pie,MattMurphy,DeanO'Gorman,JamesRolleston,AshleighCummings,Action Comedy Crime,DeanO'Gorman JamesRolleston AshleighCummings MattMurphy Action Comedy Crime,429698.0
xx,KarynKusamaJovankaVuckovicRoxanneBenjaminSt.Vincent,NatalieBrown,MelanieLynskey,BreedaWool,Horror,NatalieBrown MelanieLynskey BreedaWool KarynKusamaJovankaVuckovicRoxanneBenjaminSt.Vincent Horror,297160.0
ok jaanu,ShaadAli,AdityaRoyKapoor,ShraddhaKapoor,LeelaSamson,Drama Romance,AdityaRoyKapoor ShraddhaKapoor LeelaSamson ShaadAli Drama Romance,413882.0
fifty shades darker,JamesFoley,DakotaJohnson,JamieDornan,EricJohnson,Drama Romance,DakotaJohnson JamieDornan EricJohnson JamesFoley Drama Romance,341174.0
wilson,CraigJohnson,WoodyHarrelson,SandyOian-Thomas,ShaunBrown,Drama Comedy,WoodyHarrelson SandyOian-Thomas ShaunBrown CraigJohnson Drama Comedy,346681.0
attraction,FyodorBondarchuk,RinalMukhametov,SergeyGarmash,OlegMenshikov,Drama Romance Sci-Fi,RinalMukhametov SergeyGarmash OlegMenshikov FyodorBondarchuk Drama Romance Sci-Fi,401513.0
family heist,PascalBourdiaux,JeanReno,ReemKherici,CamilleChamoux,Comedy,JeanReno ReemKherici CamilleChamoux PascalBourdiaux Comedy,426830.0
don't knock twice,CaradogW.James,KateeSackhoff,LucyBoynton,JavierBotet,Horror,KateeSackhoff LucyBoynton JavierBotet CaradogW.James Horror,420245.0
the ticket,IdoFluk,DanStevens,MalinÅkerman,KerryBishé,Drama,DanStevens MalinÅkerman KerryBishé IdoFluk Drama,334535.0
lavender,EdGass-Donnelly,AbbieCornish,DermotMulroney,DiegoKlattenhoff,Drama Thriller,AbbieCornish DermotMulroney DiegoKlattenhoff EdGass-Donnelly Drama Thriller,340584.0
detour,ChristopherSmith,TyeSheridan,BelPowley,EmoryCohen,Thriller,TyeSheridan BelPowley EmoryCohen ChristopherSmith Thriller,356500.0
the book of love,BillPurple,JasonSudeikis,MaisieWilliams,JessicaBiel,Drama,JasonSudeikis MaisieWilliams JessicaBiel BillPurple Drama,352885.0
the other side of hope,AkiKaurismäki,SakariKuosmanen,SherwanHaji,SimonAl-Bazoon,Comedy Drama,SakariKuosmanen SherwanHaji SimonAl-Bazoon AkiKaurismäki Comedy Drama,429199.0
hickey,AlexGrossman,TroyDoherty,FlaviaWatson,RaychelDianeWeiner,Comedy,TroyDoherty FlaviaWatson RaychelDianeWeiner AlexGrossman Comedy,434234.0
orphan,ArnauddesPallières,AdèleExarchopoulos,AdèleHaenel,SolèneRigot,Drama,AdèleExarchopoulos AdèleHaenel SolèneRigot ArnauddesPallières Drama,408509.0
black snow,MartínHodara,RicardoDarín,LeonardoSbaraglia,LaiaCosta,Mystery Drama Crime Thriller,RicardoDarín LeonardoSbaraglia LaiaCosta MartínHodara Mystery Drama Crime Thriller,425942.0
"michael bolton's big, sexy valentine's day special",AkivaSchafferScottAukerman,MichaelBolton,AdamScott,SarahShahi,Comedy Music,MichaelBolton AdamScott SarahShahi AkivaSchafferScottAukerman Comedy Music,430780.0
lost in florence,EvanOppenheimer,BrettDalton,EmilyAtack,StanaKatic,Adventure Drama Romance,BrettDalton EmilyAtack StanaKatic EvanOppenheimer Adventure Drama Romance,431244.0
bad kids of crestview academy,BenBrowder,GinaGershon,SeanAstin,SammiHanratty,Mystery Comedy Thriller Sci-Fi Fantasy,GinaGershon SeanAstin SammiHanratty BenBrowder Mystery Comedy Thriller Sci-Fi Fantasy,426580.0
smetto quando voglio: masterclass,SydneySibilia,EdoardoLeo,ValerioAprea,StefanoFresi,Action Comedy Crime,EdoardoLeo ValerioAprea StefanoFresi SydneySibilia Action Comedy Crime,406385.0
shepherds and butchers,OliverSchmitz,AndreaRiseborough,SteveCoogan,DeonLotz,Drama,AndreaRiseborough SteveCoogan DeonLotz OliverSchmitz Drama,382883.0
in dubious battle,JamesFranco,JamesFranco,NatWolff,SelenaGomez,Drama,JamesFranco NatWolff SelenaGomez JamesFranco Drama,337844.0
berlin syndrome,CateShortland,TeresaPalmer,MaxRiemelt,MatthiasHabich,Mystery Thriller Drama Horror,TeresaPalmer MaxRiemelt MatthiasHabich CateShortland Mystery Thriller Drama Horror,363126.0
all this panic,JennyGage,DustyRoseRyan,LenaM.,GingerLeighRyan,Documentary,DustyRoseRyan LenaM. GingerLeighRyan JennyGage Documentary,385761.0
youth in oregon,JoelDavidMoore,FrankLangella,BillyCrudup,ChristinaApplegate,Comedy Drama,FrankLangella BillyCrudup ChristinaApplegate JoelDavidMoore Comedy Drama,338387.0
song to song,TerrenceMalick,MichaelFassbender,RyanGosling,RooneyMara,Drama Music Romance,MichaelFassbender RyanGosling RooneyMara TerrenceMalick Drama Music Romance,330947.0
to the bone,MartiNoxon,LilyCollins,CarriePreston,LiliTaylor,Drama,LilyCollins CarriePreston LiliTaylor MartiNoxon Drama,401104.0
girlfriend's day,MichaelStephenson,BobOdenkirk,AmberTamblyn,NatashaLyonne,Comedy Drama,BobOdenkirk AmberTamblyn NatashaLyonne MichaelStephenson Comedy Drama,346650.0
have a nice day,LiuJian,YangSiming,CaoKou,MaXiaofeng,Animation Crime,YangSiming CaoKou MaXiaofeng LiuJian Animation Crime,437220.0
american fable,AnneHamilton,PeytonKennedy,RichardSchiff,KipPardue,Drama Thriller,PeytonKennedy RichardSchiff KipPardue AnneHamilton Drama Thriller,381064.0
my blind date with life,MarcRothemund,KostjaUllmann,AnnaMariaMühe,JacobMatschenz,Comedy,KostjaUllmann AnnaMariaMühe JacobMatschenz MarcRothemund Comedy,379019.0
a good wife,MirjanaKaranović,MirjanaKaranović,BorisIsaković,MarkoNikolić,Drama,MirjanaKaranović BorisIsaković MarkoNikolić MirjanaKaranović Drama,371459.0
spoor,AgnieszkaHolland,AgnieszkaMandat-Grabka,WiktorZborowski,JakubGierszał,Crime Drama Mystery Thriller,AgnieszkaMandat-Grabka WiktorZborowski JakubGierszał AgnieszkaHolland Crime Drama Mystery Thriller,432799.0
god's own country,FrancisLee,JoshO'Connor,AlecSecareanu,IanHart,Romance Drama,JoshO'Connor AlecSecareanu IanHart FrancisLee Romance Drama,428493.0
a fantastic woman,SebastiánLelio,DanielaVega,FranciscoReyes,LuisGnecco,Drama,DanielaVega FranciscoReyes LuisGnecco SebastiánLelio Drama,429191.0
colo,TeresaVillaverde,JoãoPedroVaz,AliceAlbergariaBorges,BeatrizBatarda,Drama,JoãoPedroVaz AliceAlbergariaBorges BeatrizBatarda TeresaVillaverde Drama,436339.0
"ana, my love",CălinPeterNetzer,MirceaPostelnicu,DianaCavallioti,CarmenTănase,Drama,MirceaPostelnicu DianaCavallioti CarmenTănase CălinPeterNetzer Drama,429732.0
hostages,RezoGigineishvili,IrakliKvirikadze,TinatinDalakishvili,MerabNinidze,Drama,IrakliKvirikadze TinatinDalakishvili MerabNinidze RezoGigineishvili Drama,437623.0
lovesong,SoYongKim,JenaMalone,RileyKeough,JessieOkGray,Drama Romance,JenaMalone RileyKeough JessieOkGray SoYongKim Drama Romance,371447.0
major grom,VladimirBesedin,AleksandrGorbatov,IvanFominov,AntonKuznetsov,Action Adventure Sci-Fi Drama,AleksandrGorbatov IvanFominov AntonKuznetsov VladimirBesedin Action Adventure Sci-Fi Drama,438597.0
becoming warren buffett,PeterW.KunhardtBrianOakes,WarrenBuffett,SusanBuffett,BillGates,Documentary,WarrenBuffett SusanBuffett BillGates PeterW.KunhardtBrianOakes Documentary,438137.0
everybody loves somebody,CatalinaAguilarMastretta,KarlaSouza,JoséMaríaYazpik,BenO'Toole,Romance Comedy,KarlaSouza JoséMaríaYazpik BenO'Toole CatalinaAguilarMastretta Romance Comedy,431093.0
r.a.i.d. special unit,DanyBoon,AlicePol,DanyBoon,MichelBlanc,Action Comedy,AlicePol DanyBoon MichelBlanc DanyBoon Action Comedy,382597.0
britney ever after,LeslieLibman,NatashaBassett,JennaBerman,MatthewHarrison,Drama TV Movie,NatashaBassett JennaBerman MatthewHarrison LeslieLibman Drama TV Movie,417263.0
fair haven,KerstinKarlhuber,TomWopat,MichaelGrant,GregoryHarrison,Family Drama,TomWopat MichaelGrant GregoryHarrison KerstinKarlhuber Family Drama,397992.0
the glass castle,DestinCretton,BrieLarson,WoodyHarrelson,NaomiWatts,Drama,BrieLarson WoodyHarrelson NaomiWatts DestinCretton Drama,336000.0
fare,ThomasTorrey,ThomasTorrey,KatherineDrew,J.R.Adduci,Drama Thriller,ThomasTorrey KatherineDrew J.R.Adduci ThomasTorrey Drama Thriller,443007.0
tom of finland,DomeKarukoski,PekkaStrang,LauriTilkanen,JakobOftebro,Drama,PekkaStrang LauriTilkanen JakobOftebro DomeKarukoski Drama,405204.0
donald cried,KrisAvedisian,LouisaKrause,AllieMarshall,ArianaDeFusco,Drama Comedy,LouisaKrause AllieMarshall ArianaDeFusco KrisAvedisian Drama Comedy,381009.0
zombie pizza,MikeDudko,RachelBarrer,GlebKaminer,ShaunRey,Horror Comedy,RachelBarrer GlebKaminer ShaunRey MikeDudko Horror Comedy,434661.0
their finest,LoneScherfig,GemmaArterton,SamClaflin,BillNighy,Romance War Comedy Drama,GemmaArterton SamClaflin BillNighy LoneScherfig Romance War Comedy Drama,340101.0
the ottoman lieutenant,JosephRuben,MichielHuisman,HeraHilmar,JoshHartnett,Romance Drama War,MichielHuisman HeraHilmar JoshHartnett JosephRuben Romance Drama War,433356.0
